C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/04/2020,19:00:00,REGULAR,0006010426,0006829408                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/04/2020,23:00:00,REGULAR,0006010621,0006829478                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/05/2020,03:00:00,REGULAR,0006010646,0006829491                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/05/2020,07:00:00,REGULAR,0006010657,0006829611                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/05/2020,11:00:00,REGULAR,0006010843,0006830139                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/05/2020,15:00:00,REGULAR,0006011022,0006830260                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/05/2020,19:00:00,REGULAR,0006011555,0006830374                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/05/2020,23:00:00,REGULAR,0006011733,0006830476                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/06/2020,03:00:00,REGULAR,0006011755,0006830487                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/06/2020,07:00:00,REGULAR,0006011765,0006830603                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/06/2020,11:00:00,REGULAR,0006011986,0006831112                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/06/2020,15:00:00,REGULAR,0006012147,0006831264                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/06/2020,19:00:00,REGULAR,0006012612,0006831438                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/06/2020,23:00:00,REGULAR,0006012798,0006831530                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/07/2020,03:00:00,REGULAR,0006012826,0006831551                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/07/2020,07:00:00,REGULAR,0006012836,0006831684                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/07/2020,11:00:00,REGULAR,0006012996,0006832234                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/07/2020,15:00:00,REGULAR,0006013160,0006832381                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/07/2020,19:00:00,REGULAR,0006013636,0006832564                                            
A002,R051,02-03-03,59 ST,NQR456W,BMT,02/07/2020,23:00:00,REGULAR,0006013815,0006832629                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/01/2020,03:00:00,REGULAR,0007411824,0003808396                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/01/2020,07:00:00,REGULAR,0007411830,0003808405                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/01/2020,11:00:00,REGULAR,0007411891,0003808504                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/01/2020,15:00:00,REGULAR,0007412039,0003808560                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/01/2020,19:00:00,REGULAR,0007412273,0003808601                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/01/2020,23:00:00,REGULAR,0007412422,0003808624                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/02/2020,03:00:00,REGULAR,0007412466,0003808630                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/02/2020,07:00:00,REGULAR,0007412478,0003808647                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/02/2020,11:00:00,REGULAR,0007412526,0003808695                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/02/2020,15:00:00,REGULAR,0007412655,0003808730                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/02/2020,19:00:00,REGULAR,0007412847,0003808766                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/02/2020,23:00:00,REGULAR,0007412958,0003808784                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/03/2020,03:00:00,REGULAR,0007412994,0003808789                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/03/2020,07:00:00,REGULAR,0007413006,0003808847                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/03/2020,11:00:00,REGULAR,0007413205,0003809102                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/03/2020,15:00:00,REGULAR,0007413325,0003809156                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/03/2020,19:00:00,REGULAR,0007413876,0003809200                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/03/2020,23:00:00,REGULAR,0007414055,0003809229                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/04/2020,03:00:00,REGULAR,0007414083,0003809233                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/04/2020,07:00:00,REGULAR,0007414100,0003809301                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/04/2020,11:00:00,REGULAR,0007414301,0003809540                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/04/2020,15:00:00,REGULAR,0007414442,0003809607                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/04/2020,19:00:00,REGULAR,0007414976,0003809644                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/04/2020,23:00:00,REGULAR,0007415176,0003809678                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/05/2020,03:00:00,REGULAR,0007415217,0003809686                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/05/2020,07:00:00,REGULAR,0007415234,0003809791                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/05/2020,11:00:00,REGULAR,0007415456,0003810063                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/05/2020,15:00:00,REGULAR,0007415580,0003810113                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/05/2020,19:00:00,REGULAR,0007416160,0003810147                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/05/2020,23:00:00,REGULAR,0007416388,0003810171                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/06/2020,03:00:00,REGULAR,0007416432,0003810178                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/06/2020,07:00:00,REGULAR,0007416452,0003810250                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/06/2020,11:00:00,REGULAR,0007416682,0003810501                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/06/2020,15:00:00,REGULAR,0007416814,0003810590                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/06/2020,19:00:00,REGULAR,0007417304,0003810659                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/06/2020,23:00:00,REGULAR,0007417528,0003810703                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/07/2020,03:00:00,REGULAR,0007417572,0003810708                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/07/2020,07:00:00,REGULAR,0007417583,0003810783                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/07/2020,11:00:00,REGULAR,0007417791,0003811075                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/07/2020,15:00:00,REGULAR,0007417940,0003811139                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/07/2020,19:00:00,REGULAR,0007418471,0003811239                                            
A002,R051,02-03-04,59 ST,NQR456W,BMT,02/07/2020,23:00:00,REGULAR,0007418696,0003811266                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/01/2020,03:00:00,REGULAR,0011862382,0001431487                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/01/2020,07:00:00,REGULAR,0011862405,0001431495                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/01/2020,11:00:00,REGULAR,0011862558,0001431514                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/01/2020,15:00:00,REGULAR,0011862844,0001431524                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/01/2020,19:00:00,REGULAR,0011863235,0001431547                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/01/2020,23:00:00,REGULAR,0011863481,0001431553                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/02/2020,03:00:00,REGULAR,0011863578,0001431554                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/02/2020,07:00:00,REGULAR,0011863596,0001431558                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/02/2020,11:00:00,REGULAR,0011863703,0001431580                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/02/2020,15:00:00,REGULAR,0011863953,0001431600                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/02/2020,19:00:00,REGULAR,0011864258,0001431617                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/02/2020,23:00:00,REGULAR,0011864488,0001431627                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/03/2020,03:00:00,REGULAR,0011864534,0001431628                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/03/2020,07:00:00,REGULAR,0011864587,0001431653                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/03/2020,11:00:00,REGULAR,0011864957,0001431721                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/03/2020,15:00:00,REGULAR,0011865212,0001431742                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/03/2020,19:00:00,REGULAR,0011865915,0001431750                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/03/2020,23:00:00,REGULAR,0011866271,0001431755                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/04/2020,03:00:00,REGULAR,0011866348,0001431756                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/04/2020,07:00:00,REGULAR,0011866400,0001431777                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/04/2020,11:00:00,REGULAR,0011866809,0001431837                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/04/2020,15:00:00,REGULAR,0011867075,0001431854                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/04/2020,19:00:00,REGULAR,0011867807,0001431865                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/04/2020,23:00:00,REGULAR,0011868194,0001431880                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/05/2020,03:00:00,REGULAR,0011868271,0001431883                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/05/2020,07:00:00,REGULAR,0011868328,0001431913                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/05/2020,11:00:00,REGULAR,0011868713,0001431993                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/05/2020,15:00:00,REGULAR,0011868907,0001432013                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/05/2020,19:00:00,REGULAR,0011869649,0001432021                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/05/2020,23:00:00,REGULAR,0011870023,0001432036                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/06/2020,03:00:00,REGULAR,0011870089,0001432038                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/06/2020,07:00:00,REGULAR,0011870143,0001432052                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/06/2020,11:00:00,REGULAR,0011870545,0001432102                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/06/2020,15:00:00,REGULAR,0011870782,0001432142                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/06/2020,19:00:00,REGULAR,0011871525,0001432159                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/06/2020,23:00:00,REGULAR,0011871900,0001432174                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/07/2020,03:00:00,REGULAR,0011871971,0001432179                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/07/2020,07:00:00,REGULAR,0011872022,0001432205                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/07/2020,11:00:00,REGULAR,0011872366,0001432282                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/07/2020,15:00:00,REGULAR,0011872659,0001432300                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/07/2020,19:00:00,REGULAR,0011873378,0001432319                                            
A002,R051,02-03-05,59 ST,NQR456W,BMT,02/07/2020,23:00:00,REGULAR,0011873763,0001432331                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,02/01/2020,03:00:00,REGULAR,0009283559,0000506048                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,02/01/2020,07:00:00,REGULAR,0009283564,0000506048                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,02/01/2020,11:00:00,REGULAR,0009283659,0000506053                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,02/01/2020,15:00:00,REGULAR,0009283826,0000506055                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,02/01/2020,19:00:00,REGULAR,0009284073,0000506063                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,02/01/2020,23:00:00,REGULAR,0009284230,0000506064                                            
A002,R051,02-03-06,59 ST,NQR456W,BMT,02/02/2020,03:00:00,REGULAR,0009284261,0000506065                                            
